2LHet	233186	233368	Y	1869348	1869530	-
2LHet	233170	233170	Y	1869531	1869531	-
2LHet	233167	233167	Y	1869532	1869532	-
2LHet	233154	233155	Y	1869533	1869534	-
2LHet	232707	233148	Y	1869535	1869976	-
2LHet	232615	232673	Y	1869977	1870035	-
2LHet	232432	232614	Y	1870037	1870219	-
2R	2560	2581	3R	705084	705105	+
2R	1	2434	2R	4112496	4114929	+
2R	3036	16668212	2R	4115531	20780707	+
2R	16668314	18708925	2R	20780809	22821420	+
2R	18708944	21146708	2R	22821421	25259185	+
2RHet	2610188	2610237	X	23319103	23319152	+
2RHet	2610240	2610283	X	23319153	23319196	+
2RHet	2610423	2610594	X	23319336	23319507	+
2RHet	2610608	2610841	X	23319508	23319741	+
2RHet	2561413	2561649	3R	371496	371732	-
2RHet	2560263	2561412	3R	371737	372886	-
2RHet	2558686	2560262	3R	372888	374464	-
2RHet	2326632	2326751	3R	2453207	2453326	-
2RHet	2326566	2326630	3R	2453327	2453391	-
2RHet	2326561	2326564	3R	2453392	2453395	-
2RHet	2326520	2326522	3R	2453396	2453398	-
2RHet	2326425	2326517	3R	2453399	2453491	-
2RHet	2326310	2326424	3R	2453493	2453607	-
2RHet	2326290	2326305	3R	2453608	2453623	-
2RHet	2326177	2326289	3R	2453625	2453737	-
2RHet	2326169	2326176	3R	2453739	2453746	-
2RHet	2326150	2326168	3R	2453748	2453766	-
2RHet	2326044	2326149	3R	2453796	2453901	-
2RHet	2325633	2325662	3R	2453902	2453931	-
2RHet	2325624	2325632	3R	2453937	2453945	-
2RHet	2325616	2325623	3R	2453957	2453964	-
2RHet	2325613	2325615	3R	2453968	2453970	-
2RHet	2325561	2325612	3R	2453980	2454031	-
2RHet	2325440	2325557	3R	2454032	2454149	-
2RHet	2325397	2325438	3R	2454150	2454191	-
2RHet	2325394	2325394	3R	2454192	2454192	-
2RHet	2325356	2325392	3R	2454193	2454229	-
2RHet	2325341	2325355	3R	2454232	2454246	-
2RHet	2325309	2325339	3R	2454247	2454277	-
2RHet	2325303	2325308	3R	2454279	2454284	-
2RHet	2325253	2325301	3R	2454285	2454333	-
2RHet	2325170	2325252	3R	2454335	2454417	-
2RHet	2325087	2325160	3R	2454418	2454491	-
2RHet	2324863	2325086	3R	2454493	2454716	-
2RHet	2324747	2324833	3R	2454717	2454803	-
2RHet	2324738	2324746	3R	2454808	2454816	-
2RHet	2324609	2324736	3R	2454817	2454944	-
2RHet	2324480	2324608	3R	2454949	2455077	-
2RHet	3032122	3032122	3R	2440569	2440569	-
2RHet	3032103	3032118	3R	2440570	2440585	-
2RHet	3031725	3032091	3R	2440586	2440952	-
2RHet	3034036	3096029	3L	27636074	27698067	-
2RHet	3033392	3034029	3L	27698068	27698705	-
2RHet	3032123	3033388	3L	27698706	27699971	-
2RHet	3030436	3031665	3L	27701837	27703066	-
2RHet	3025546	3030434	3L	27703067	27707955	-
2RHet	2988028	3025544	3L	27707956	27745472	-
2RHet	2988022	2988022	3L	27745473	27745473	-
2RHet	2982630	2988020	3L	27745474	27750864	-
2RHet	2979492	2982628	3L	27750865	27754001	-
2RHet	2871740	2938696	3L	27821333	27888289	-
2RHet	2863640	2864953	3L	27890357	27891670	-
2RHet	2863480	2863638	3L	27891671	27891829	-
2RHet	2863412	2863478	3L	27891830	27891896	-
2RHet	2863344	2863410	3L	27891897	27891963	-
2RHet	2831649	2863342	3L	27891964	27923657	-
2RHet	2830209	2830300	3L	27925006	27925097	-
2RHet	2829913	2830208	3L	27925099	27925394	-
2RHet	2828137	2829912	3L	27925397	27927172	-
2RHet	2827103	2828121	3L	27927173	27928191	-
2RHet	2826174	2827084	3L	27928192	27929102	-
2RHet	2826160	2826173	3L	27958290	27958303	-
2RHet	2826103	2826159	3L	27962290	27962346	-
2RHet	2824958	2826102	3L	27962349	27963493	-
2RHet	2762583	2824957	3L	27963495	28025869	-
2RHet	2761984	2762582	3L	28050222	28050820	-
2RHet	2610943	2649138	3L	28072031	28110226	-
2RHet	2649139	2649139	3L	26401068	26401068	+
2RHet	2649148	2649468	3L	26401077	26401397	+
2RHet	2649472	2649475	3L	26401401	26401404	+
2RHet	2649478	2649753	3L	26401407	26401682	+
2RHet	2649754	2649860	3L	26401685	26401791	+
2RHet	2649867	2650526	3L	26401792	26402451	+
2RHet	2650527	2651015	3L	26402463	26402951	+
2RHet	2651016	2651431	3L	26402953	26403368	+
2RHet	2651438	2651542	3L	26403369	26403473	+
2RHet	2651547	2651632	3L	26403474	26403559	+
2RHet	2651633	2651982	3L	26403562	26403911	+
2RHet	2866817	2867642	3L	27889043	27889868	+
2RHet	2867644	2868131	3L	27889869	27890356	+
2RHet	2831155	2831648	3L	27952838	27953331	-
2RHet	2830759	2831120	3L	27953332	27953693	-
2RHet	2830301	2830758	3L	27953705	27954162	-
2RHet	2404146	2404308	Y	3603665	3603827	-
2RHet	2404145	2404145	Y	3603829	3603829	-
2RHet	2404140	2404144	Y	3603831	3603835	-
2RHet	2404136	2404139	Y	3603837	3603840	-
2RHet	2403834	2404134	Y	3603841	3604141	-
2RHet	2403829	2403829	Y	3604142	3604142	-
2RHet	2403742	2403820	Y	3604143	3604221	-
2RHet	2403721	2403726	Y	3604222	3604227	-
2RHet	2403384	2403706	Y	3604228	3604550	-
2RHet	2403372	2403382	Y	3604551	3604561	-
2RHet	2403267	2403367	Y	3604562	3604662	-
2RHet	2402238	2403259	Y	3604663	3605684	-
2RHet	2402097	2402228	Y	3605685	3605816	-
2RHet	2402058	2402095	Y	3605817	3605854	-
2RHet	2401867	2402057	Y	3605870	3606060	-
2RHet	2401372	2401860	Y	3606061	3606549	-
2RHet	1	593	2R	870396	870988	+
2RHet	594	626	2R	873879	873911	+
2RHet	627	252652	2R	873913	1125938	+
2RHet	292454	598983	2R	1165821	1472350	+
2RHet	599085	765682	2R	1856015	2022612	+
2RHet	765683	765683	2R	2022617	2022617	+
2RHet	765684	765859	2R	2022619	2022794	+
2RHet	765860	774463	2R	2022796	2031399	+
2RHet	774464	775712	2R	2031401	2032649	+
2RHet	775713	806906	2R	2032654	2063847	+
2RHet	806908	855592	2R	2063848	2112532	+
2RHet	855593	912339	2R	2112534	2169280	+
2RHet	912340	912398	2R	2169283	2169341	+
2RHet	912400	961794	2R	2169342	2218736	+
2RHet	961796	962281	2R	2218737	2219222	+
2RHet	962283	962773	2R	2219223	2219713	+
2RHet	962774	967520	2R	2219723	2224469	+
2RHet	967522	971305	2R	2224470	2228253	+
2RHet	971307	971312	2R	2228254	2228259	+
2RHet	971313	971376	2R	2228266	2228329	+
2RHet	971403	971580	2R	2228330	2228507	+
2RHet	971607	971611	2R	2228508	2228512	+
2RHet	971615	1014541	2R	2228513	2271439	+
2RHet	1070089	1071025	2R	2284469	2285405	+
2RHet	1071026	1101130	2R	2298305	2328409	+
2RHet	1101131	1122211	2R	2328411	2349491	+
2RHet	1122212	1128983	2R	2354792	2361563	+
2RHet	1129015	1129017	2R	2361564	2361566	+
2RHet	1129019	1142870	2R	2361567	2375418	+
2RHet	1142871	1145541	2R	2375420	2378090	+
2RHet	1145542	1158887	2R	2378094	2391439	+
2RHet	1254889	1260021	2R	2484226	2489358	+
2RHet	1262602	1395709	2R	2491939	2625046	+
2RHet	1395711	1478026	2R	2625047	2707362	+
2RHet	1478029	1478204	2R	2707363	2707538	+
2RHet	1484427	1493122	2R	2707539	2716234	+
2RHet	1537211	1544198	2R	2762206	2769193	+
2RHet	1544200	1581320	2R	2769194	2806314	+
2RHet	1581321	1601969	2R	2806316	2826964	+
2RHet	1601971	1603576	2R	2826965	2828570	+
2RHet	1603578	1603580	2R	2828571	2828573	+
2RHet	1603581	1605458	2R	2828575	2830452	+
2RHet	1605459	1605463	2R	2830455	2830459	+
2RHet	1605465	1609846	2R	2830460	2834841	+
2RHet	1609847	1609972	2R	2834855	2834980	+
2RHet	1609973	1609975	2R	2834986	2834988	+
2RHet	1609976	1610178	2R	2834999	2835201	+
2RHet	1610179	1665430	2R	2835213	2890464	+
2RHet	1665434	1780262	2R	2890465	3005293	+
2RHet	1789268	1837999	2R	3006207	3054938	+
2RHet	1838001	1997663	2R	3054939	3214601	+
2RHet	1997665	2000899	2R	3214602	3217836	+
2RHet	2000901	2000922	2R	3217837	3217858	+
2RHet	2000924	2000980	2R	3217859	3217915	+
2RHet	2000982	2000991	2R	3217916	3217925	+
2RHet	2000993	2001025	2R	3217926	3217958	+
2RHet	2001027	2001034	2R	3217959	3217966	+
2RHet	2001036	2001069	2R	3217967	3218000	+
2RHet	2001071	2001076	2R	3218001	3218006	+
2RHet	2001078	2001092	2R	3218007	3218021	+
2RHet	2001094	2001096	2R	3218022	3218024	+
2RHet	2001097	2001105	2R	3218026	3218034	+
2RHet	2001107	2001128	2R	3218035	3218056	+
2RHet	2001130	2001165	2R	3218057	3218092	+
2RHet	2001167	2001205	2R	3218093	3218131	+
2RHet	2001207	2001232	2R	3218132	3218157	+
2RHet	2001233	2001234	2R	3218159	3218160	+
2RHet	2001236	2001259	2R	3218161	3218184	+
2RHet	2001260	2001261	2R	3218186	3218187	+
2RHet	2001263	2003298	2R	3218188	3220223	+
2RHet	2003299	2003308	2R	3220225	3220234	+
2RHet	2035311	2036919	2R	3253134	3254742	+
2RHet	2036979	2094187	2R	3254802	3312010	+
2RHet	2126189	2159897	2R	3332614	3366322	+
2RHet	2159899	2163637	2R	3366323	3370061	+
2RHet	2163640	2163640	2R	3370062	3370062	+
2RHet	2163644	2165648	2R	3370063	3372067	+
2RHet	2165654	2166272	2R	3372068	3372686	+
2RHet	2166273	2172828	2R	3372718	3379273	+
2RHet	2224972	2225252	2R	3422070	3422350	+
2RHet	2225253	2225342	2R	3428838	3428927	+
2RHet	2225343	2226915	2R	3428956	3430528	+
2RHet	2226983	2227814	2R	3436960	3437791	+
2RHet	2227815	2228056	2R	3437804	3438045	+
2RHet	2228057	2228488	2R	3444399	3444830	+
2RHet	2228489	2228594	2R	3444849	3444954	+
2RHet	2228617	2229011	2R	3444955	3445349	+
2RHet	2229012	2229520	2R	3445359	3445867	+
2RHet	2229524	2231092	2R	3445871	3447439	+
2RHet	2231100	2231102	2R	3447440	3447442	+
2RHet	2231107	2244728	2R	3447443	3461064	+
2RHet	2244731	2277233	2R	3461065	3493567	+
2RHet	2277235	2292562	2R	3493568	3508895	+
2RHet	2294939	2295328	2R	3512814	3513203	+
2RHet	2305987	2306065	2R	3513852	3513930	+
2RHet	2306069	2306070	2R	3513931	3513932	+
2RHet	2306088	2306090	2R	3513933	3513935	+
2RHet	2306100	2306859	2R	3513936	3514695	+
2RHet	2306860	2312035	2R	3514697	3519872	+
2RHet	2312036	2312110	2R	3519874	3519948	+
2RHet	2312111	2312116	2R	3519950	3519955	+
2RHet	2312117	2312122	2R	3519957	3519962	+
2RHet	2312123	2321493	2R	3519964	3529334	+
2RHet	2330314	2330427	2R	3532556	3532669	+
2RHet	2330428	2393669	2R	3532671	3595912	+
2RHet	2393672	2393675	2R	3595913	3595916	+
2RHet	2393682	2393738	2R	3595917	3595973	+
2RHet	2393763	2393771	2R	3595974	3595982	+
2RHet	2393772	2393776	2R	3595984	3595988	+
2RHet	2393778	2393855	2R	3595989	3596066	+
2RHet	2393856	2394013	2R	3596069	3596226	+
2RHet	2394015	2394503	2R	3596227	3596715	+
2RHet	2394508	2394663	2R	3596716	3596871	+
2RHet	2394664	2398445	2R	3596873	3600654	+
2RHet	2398446	2399088	2R	3600662	3601304	+
2RHet	2405680	2421678	2R	3601305	3617303	+
2RHet	2421780	2422428	2R	3623282	3623930	+
2RHet	2422429	2423997	2R	3623932	3625500	+
2RHet	2432459	2434944	2R	3625611	3628096	+
2RHet	2434946	2434974	2R	3628097	3628125	+
2RHet	2434976	2434984	2R	3628126	3628134	+
2RHet	2434986	2435020	2R	3628135	3628169	+
2RHet	2435022	2439893	2R	3628170	3633041	+
2RHet	2439894	2439914	2R	3633043	3633063	+
2RHet	2439916	2439929	2R	3633064	3633077	+
2RHet	2439931	2456946	2R	3633078	3650093	+
2RHet	2456947	2456949	2R	3650095	3650097	+
2RHet	2456951	2458684	2R	3650098	3651831	+
2RHet	2566651	2569596	2R	3668408	3671353	+
2RHet	2571998	2572285	2R	3690469	3690756	+
2RHet	2572287	2573957	2R	3690757	3692427	+
2RHet	2573959	2589977	2R	3692428	3708446	+
2RHet	2589978	2590051	2R	3708448	3708521	+
2RHet	2590052	2599602	2R	3708523	3718073	+
2RHet	2608262	2609432	2R	3741454	3742624	+
2RHet	2609433	2610085	2R	3742626	3743278	+
2RHet	2610086	2610187	2R	3743280	3743381	+
2RHet	3096131	3179960	2R	3859973	3943802	+
2RHet	3179961	3180398	2R	3947974	3948411	+
2RHet	3180399	3180931	2R	3948413	3948945	+
2RHet	3180939	3181669	2R	3948946	3949676	+
2RHet	3181672	3182959	2R	3949677	3950964	+
2RHet	3182960	3249114	2R	3997695	4063849	+
2RHet	3251116	3257638	2R	4077281	4083803	+
2RHet	3257639	3259232	2R	4083805	4085398	+
2RHet	3259233	3271750	2R	4085400	4097917	+
2RHet	3271751	3286327	2R	4097919	4112495	+
2RHet	2218413	2218559	2R	3379280	3379426	-
2RHet	2218284	2218412	2R	3379432	3379560	-
2RHet	2218283	2218283	2R	3379565	3379565	-
2RHet	2218241	2218282	2R	3379573	3379614	-
2RHet	2210924	2218237	2R	3379615	3386928	-
2RHet	2196781	2210923	2R	3386930	3401072	-
2RHet	2193670	2196779	2R	3401073	3404182	-
2RHet	2193401	2193669	2R	3404191	3404459	-
2RHet	2184431	2187049	2R	3407789	3410407	-
2RHet	2183209	2184430	2R	3410409	3411630	-
2RHet	2182203	2183208	2R	3411633	3412638	-
2RHet	2181679	2182202	2R	3412657	3413180	-
2RHet	2181312	2181678	2R	3413190	3413556	-
2RHet	2181196	2181311	2R	3413579	3413694	-
2RHet	2181193	2181194	2R	3413695	3413696	-
2RHet	2181187	2181191	2R	3413697	3413701	-
2RHet	2181178	2181185	2R	3413702	3413709	-
2RHet	2181172	2181177	2R	3413711	3413716	-
2RHet	2181166	2181170	2R	3413717	3413721	-
2RHet	2181160	2181165	2R	3413723	3413728	-
2RHet	2181152	2181158	2R	3413729	3413735	-
2RHet	2181145	2181151	2R	3413737	3413743	-
2RHet	2180717	2181143	2R	3413744	3414170	-
2RHet	2176749	2179328	2R	3415559	3418138	-
2RHet	2174358	2176748	2R	3418140	3420530	-
2RHet	2174158	2174356	2R	3420531	3420729	-
2RHet	2173575	2174156	2R	3420730	3421311	-
2RHet	2173112	2173574	2R	3421313	3421775	-
2RHet	2173111	2173111	2R	3421783	3421783	-
2RHet	2172829	2173110	2R	3421788	3422069	-
2RHet	2192418	2192426	2R	3431570	3431578	-
2RHet	2191870	2192380	2R	3431616	3432126	-
2RHet	2191452	2191847	2R	3432127	3432522	-
2RHet	2191085	2191451	2R	3432532	3432898	-
2RHet	2190969	2191084	2R	3432921	3433036	-
2RHet	2190962	2190967	2R	3433037	3433042	-
2RHet	2190958	2190960	2R	3433043	3433045	-
2RHet	2190949	2190956	2R	3433046	3433053	-
2RHet	2190943	2190948	2R	3433055	3433060	-
2RHet	2190938	2190941	2R	3433061	3433064	-
2RHet	2190932	2190937	2R	3433066	3433071	-
2RHet	2190921	2190930	2R	3433072	3433081	-
2RHet	2190918	2190920	2R	3433083	3433085	-
2RHet	2190637	2190916	2R	3433086	3433365	-
2RHet	2187894	2190636	2R	3433367	3436109	-
2RHet	2187327	2187893	2R	3436124	3436690	-
2RHet	2187050	2187318	2R	3436691	3436959	-
2RHet	2180665	2180716	2R	3440011	3440062	-
2RHet	2180082	2180663	2R	3440063	3440644	-
2RHet	2179329	2180064	2R	3440645	3441380	-
2RHet	1536544	1537210	2R	3726119	3726785	-
2RHet	1536292	1536539	2R	3726786	3727033	-
2RHet	1535769	1536290	2R	3727034	3727555	-
2RHet	1535226	1535768	2R	3727580	3728122	-
2RHet	1045200	1045398	2R	2423489	2423687	-
2RHet	1039097	1045187	2R	2423700	2429790	-
2RHet	1039093	1039096	2R	2429797	2429800	-
2RHet	1038575	1039089	2R	2429801	2430315	-
2RHet	1038545	1038574	2R	2450980	2451009	-
2RHet	1069400	1069868	2R	2296678	2297146	+
2RHet	1069869	1070088	2R	2297148	2297367	+
2RHet	1260022	1262601	2R	2473933	2476512	+
2RHet	2036920	2036978	2R	3239525	3239583	+
2RHet	2226916	2226982	2R	3424064	3424130	+
2RHet	2321595	2322242	2R	3513204	3513851	+
2RHet	2610284	2610422	2R	3718202	3718340	+
2RHet	2401091	2401371	2R	3827655	3827935	-
2RHet	2400598	2401086	2R	3827936	3828424	-
2RHet	2400440	2400597	2R	3828426	3828583	-
2RHet	2400360	2400437	2R	3828584	3828661	-
2RHet	2400355	2400359	2R	3828663	3828667	-
2RHet	2400345	2400353	2R	3828668	3828676	-
2RHet	2400288	2400344	2R	3828701	3828757	-
2RHet	2400284	2400287	2R	3828764	3828767	-
2RHet	2399960	2400283	2R	3828770	3829093	-
2RHet	2399959	2399959	2R	3829097	3829097	-
2RHet	2399958	2399958	2R	3829101	3829101	-
2RHet	2399888	2399957	2R	3829106	3829175	-
2RHet	2399865	2399881	2R	3829176	3829192	-
2RHet	2399778	2399864	2R	3829255	3829341	-
2RHet	2399773	2399777	2R	3829345	3829349	-
2RHet	2399747	2399772	2R	3829356	3829381	-
2RHet	2399593	2399746	2R	3829383	3829536	-
2RHet	2399577	2399591	2R	3829537	3829551	-
2RHet	2399572	2399575	2R	3829552	3829555	-
2RHet	2192427	2193400	2R	3443425	3444398	-
2RHet	2404309	2404346	2R	3850544	3850581	-
2RHet	1045188	1045199	2R	2404995	2405006	-
3L	1	5107766	3L	1	5107766	+
3L	5107868	24523740	3L	5114768	24530640	+
3L	24523741	24532915	3L	24530642	24539816	+
3L	24532917	24543557	3L	24539817	24550457	+
3LHet	515235	515450	2L	22490550	22490765	+
3LHet	515451	515480	2L	22490767	22490796	+
3LHet	515482	515579	2L	22490797	22490894	+
3LHet	515580	515628	2L	22490896	22490944	+
3LHet	515629	516872	2L	22490964	22492207	+
3LHet	1	24011	3L	24552212	24576222	+
3LHet	151453	164250	3L	24665958	24678755	+
3LHet	164251	164695	3L	24680921	24681365	+
3LHet	164698	171596	3L	24681366	24688264	+
3LHet	171597	179588	3L	24688266	24696257	+
3LHet	179590	460841	3L	24696258	24977509	+
3LHet	460842	515234	3L	24977513	25031905	+
3LHet	516874	517862	3L	25033545	25034533	+
3LHet	517864	517907	3L	25034534	25034577	+
3LHet	531909	541965	3L	25046465	25056521	+
3LHet	541979	541980	3L	25056522	25056523	+
3LHet	541981	644091	3L	25056525	25158635	+
3LHet	644097	658849	3L	25158636	25173388	+
3LHet	658850	660677	3L	25173390	25175217	+
3LHet	660696	851354	3L	25175218	25365876	+
3LHet	851356	860246	3L	25365877	25374767	+
3LHet	862864	878373	3L	25432186	25447695	+
3LHet	878374	900250	3L	25447705	25469581	+
3LHet	900254	900426	3L	25469582	25469754	+
3LHet	900441	900481	3L	25469755	25469795	+
3LHet	900483	900625	3L	25469796	25469938	+
3LHet	900627	900656	3L	25469939	25469968	+
3LHet	900658	900765	3L	25469969	25470076	+
3LHet	900774	902980	3L	25470077	25472283	+
3LHet	902983	975318	3L	25472284	25544619	+
3LHet	975420	1455738	3L	25592721	26073039	+
3LHet	1455739	1455874	3L	26100902	26101037	+
3LHet	1455875	1456132	3L	26101081	26101338	+
3LHet	1456133	1456133	3L	26101340	26101340	+
3LHet	1456134	1456265	3L	26101345	26101476	+
3LHet	1481267	1510271	3L	26114249	26143253	+
3LHet	1510273	1510279	3L	26143254	26143260	+
3LHet	1510281	1510285	3L	26143261	26143265	+
3LHet	1510287	1510409	3L	26143266	26143388	+
3LHet	1510411	1542281	3L	26143389	26175259	+
3LHet	1542287	1542410	3L	26175260	26175383	+
3LHet	1542526	1553818	3L	26175384	26186676	+
3LHet	1553820	1553821	3L	26186677	26186678	+
3LHet	1553824	1553873	3L	26186679	26186728	+
3LHet	1553874	1568860	3L	26207332	26222318	+
3LHet	1568869	1601863	3L	26222319	26255313	+
3LHet	1602704	1602826	3L	26255314	26255436	+
3LHet	1602827	1604699	3L	26255438	26257310	+
3LHet	1604700	1613133	3L	26257340	26265773	+
3LHet	1613135	1613482	3L	26265774	26266121	+
3LHet	1613486	1613486	3L	26266122	26266122	+
3LHet	1613491	1613491	3L	26266123	26266123	+
3LHet	1613493	1621540	3L	26266124	26274171	+
3LHet	1621546	1627108	3L	26274172	26279734	+
3LHet	1627110	1627115	3L	26279735	26279740	+
3LHet	1627116	1632964	3L	26279750	26285598	+
3LHet	1632965	1668073	3L	26285610	26320718	+
3LHet	1668074	1677471	3L	26320720	26330117	+
3LHet	1677478	1735109	3L	26330118	26387749	+
3LHet	1735111	1735114	3L	26387750	26387753	+
3LHet	1735960	1804171	3L	26457378	26525589	+
3LHet	1804172	1839690	3L	26525591	26561109	+
3LHet	1839691	1839718	3L	26561111	26561138	+
3LHet	1839719	1850769	3L	26561140	26572190	+
3LHet	1863726	1908491	3L	26580267	26625032	+
3LHet	1921493	1930594	3L	26639159	26648260	+
3LHet	1930595	1936534	3L	26648263	26654202	+
3LHet	1936536	1958217	3L	26654203	26675884	+
3LHet	1958218	1960916	3L	26675886	26678584	+
3LHet	1960918	1960940	3L	26678585	26678607	+
3LHet	1960941	1960975	3L	26678609	26678643	+
3LHet	1960976	1963908	3L	26678645	26681577	+
3LHet	1963909	1965405	3L	26681579	26683075	+
3LHet	1965407	2160917	3L	26683076	26878586	+
3LHet	2160918	2161008	3L	26878602	26878692	+
3LHet	2161009	2161015	3L	26878696	26878702	+
3LHet	2161017	2161143	3L	26878703	26878829	+
3LHet	2161145	2161155	3L	26878830	26878840	+
3LHet	2161156	2161229	3L	26878842	26878915	+
3LHet	2161231	2161261	3L	26878916	26878946	+
3LHet	2161262	2161414	3L	26878953	26879105	+
3LHet	2161415	2161487	3L	26879117	26879189	+
3LHet	2161488	2161498	3L	26879191	26879201	+
3LHet	2161500	2161573	3L	26879202	26879275	+
3LHet	2161574	2161604	3L	26879277	26879307	+
3LHet	2161611	2161712	3L	26879308	26879409	+
3LHet	2161715	2161721	3L	26879410	26879416	+
3LHet	2161722	2161768	3L	26879418	26879464	+
3LHet	2161778	2161778	3L	26879465	26879465	+
3LHet	2161781	2162078	3L	26879466	26879763	+
3LHet	2162080	2162435	3L	26879764	26880119	+
3LHet	2166844	2166895	3L	26939098	26939149	+
3LHet	2166896	2168785	3L	26939151	26941040	+
3LHet	2168786	2168820	3L	26941042	26941076	+
3LHet	2168821	2180268	3L	26941078	26952525	+
3LHet	2180370	2180372	3L	27073506	27073508	+
3LHet	2180373	2180751	3L	27073510	27073888	+
3LHet	2180752	2182942	3L	27073925	27076115	+
3LHet	2182943	2182962	3L	27076117	27076136	+
3LHet	2182963	2216114	3L	27076138	27109289	+
3LHet	2217345	2227002	3L	27110294	27119951	+
3LHet	2227004	2227032	3L	27119952	27119980	+
3LHet	2227034	2227170	3L	27119981	27120117	+
3LHet	2227172	2227177	3L	27120118	27120123	+
3LHet	2227178	2227289	3L	27120125	27120236	+
